timestamp,datetime,M1_RTD1_temp_C,M2_RTD2_temp_C,M3_RTD3_temp_C,M4_RTD4_temp_C,M5_RTD5_temp_C,M6_RTD6_temp_C,M7_RTD7_temp_C,M8_Pico_temp_C,M9_ADC_temp_C
1763488768.4433079,2025-11-18 11:59:28,27.57,-1.05,52.2,-259.74,454.41,762.49,961.84,24.33,
1763488802.9600332,2025-11-18 12:00:02,,,,,,,,,
1763488807.9611938,2025-11-18 12:00:07,,,,,,,,,
